TimeStamp,Ether
2017-09-12 15:15:00,305.91
2017-09-12 15:30:00,304.95
2017-09-12 15:45:00,304.35
2017-09-12 16:00:00,304.06
2017-09-13 09:30:00,280.63
2017-09-13 09:45:00,279.92
2017-09-13 10:00:00,276.05
2017-09-13 10:15:00,274.58
2017-09-13 10:30:00,275.21
2017-09-13 10:45:00,275.21
2017-09-13 11:00:00,268.01
2017-09-13 11:15:00,268.08
2017-09-13 11:30:00,263.17
2017-09-13 11:45:00,263.96
2017-09-13 12:00:00,263.26
2017-09-13 12:15:00,258.94
2017-09-13 12:30:00,262.05
2017-09-13 12:45:00,269.27
2017-09-13 13:00:00,269.5
2017-09-13 13:15:00,273.06
2017-09-13 13:30:00,268.5
2017-09-13 13:45:00,269.26
2017-09-13 14:00:00,268.5
2017-09-13 14:15:00,266.0
2017-09-13 14:30:00,262.87
2017-09-13 14:45:00,261.06
2017-09-13 15:00:00,263.15
2017-09-13 15:15:00,266.5
2017-09-13 15:30:00,268.5
2017-09-13 15:45:00,267.08
2017-09-13 16:00:00,266.93
2017-09-14 09:30:00,268.03
2017-09-14 09:45:00,267.93
2017-09-14 10:00:00,265.01
2017-09-14 10:15:00,265.14
2017-09-14 10:30:00,261.79
2017-09-14 10:45:00,258.93
2017-09-14 11:00:00,259.97
2017-09-14 11:15:00,250.24
2017-09-14 11:30:00,247.24
2017-09-14 11:45:00,243.0
2017-09-14 12:00:00,238.43
2017-09-14 12:15:00,246.0
2017-09-14 12:30:00,253.0
2017-09-14 12:45:00,240.0
2017-09-14 13:00:00,236.2
2017-09-14 13:15:00,236.36
2017-09-14 13:30:00,241.89
2017-09-14 13:45:00,244.98
2017-09-14 14:00:00,246.98
2017-09-14 14:15:00,241.49
2017-09-14 14:30:00,244.41
2017-09-14 14:45:00,247.99
2017-09-14 15:00:00,248.15
2017-09-14 15:15:00,244.69
2017-09-14 15:30:00,246.1
2017-09-14 15:45:00,241.04
2017-09-14 16:00:00,241.95
2017-09-15 09:30:00,210.02
2017-09-15 09:45:00,203.5
2017-09-15 10:00:00,203.0
2017-09-15 10:15:00,203.2
2017-09-15 10:30:00,204.99
2017-09-15 10:45:00,202.05
2017-09-15 11:00:00,202.04
2017-09-15 11:15:00,196.81
2017-09-15 11:30:00,195.02
2017-09-15 11:45:00,197.0
2017-09-15 12:00:00,199.28
2017-09-15 12:15:00,215.82
2017-09-15 12:30:00,222.51
2017-09-15 12:45:00,231.0
2017-09-15 13:00:00,227.0
2017-09-15 13:15:00,220.03
2017-09-15 13:30:00,227.1
2017-09-15 13:45:00,222.0
2017-09-15 14:00:00,233.0
2017-09-15 14:15:00,245.69
2017-09-15 14:30:00,255.0
2017-09-15 14:45:00,250.0
2017-09-15 15:00:00,270.0
2017-09-15 15:15:00,260.0
2017-09-15 15:30:00,247.0
2017-09-15 15:45:00,256.8
2017-09-15 16:00:00,257.03
2017-09-18 09:30:00,285.23
2017-09-18 09:45:00,284.99
2017-09-18 10:00:00,285.0
2017-09-18 10:15:00,284.01
2017-09-18 10:30:00,281.0
2017-09-18 10:45:00,283.0
2017-09-18 11:00:00,286.0
2017-09-18 11:15:00,288.0
2017-09-18 11:30:00,288.87
2017-09-18 11:45:00,288.91
2017-09-18 12:00:00,288.88
2017-09-18 12:15:00,292.38
2017-09-18 12:30:00,293.99
2017-09-18 12:45:00,300.99
2017-09-18 13:00:00,298.17
2017-09-18 13:15:00,300.0
2017-09-18 13:30:00,302.28
2017-09-18 13:45:00,300.24
2017-09-18 14:00:00,297.03
2017-09-18 14:15:00,297.31
2017-09-18 14:30:00,297.13
2017-09-18 14:45:00,291.21
2017-09-18 15:00:00,291.2
2017-09-18 15:15:00,287.0
2017-09-18 15:30:00,289.97
2017-09-18 15:45:00,294.0
2017-09-18 16:00:00,290.11
2017-09-19 09:30:00,283.38
2017-09-19 09:45:00,285.88
2017-09-19 10:00:00,286.07
2017-09-19 10:15:00,286.0
2017-09-19 10:30:00,284.48
2017-09-19 10:45:00,286.11
2017-09-19 11:00:00,289.01
2017-09-19 11:15:00,290.24
2017-09-19 11:30:00,290.44
2017-09-19 11:45:00,289.0
2017-09-19 12:00:00,286.0
2017-09-19 12:15:00,288.0
2017-09-19 12:30:00,289.42
2017-09-19 12:45:00,289.5
2017-09-19 13:00:00,289.07
2017-09-19 13:15:00,288.51
2017-09-19 13:30:00,287.04
2017-09-19 13:45:00,286.0
2017-09-19 14:00:00,285.01
2017-09-19 14:15:00,284.3
2017-09-19 14:30:00,287.0
2017-09-19 14:45:00,287.15
2017-09-19 15:00:00,285.3
2017-09-19 15:15:00,284.84
2017-09-19 15:30:00,289.0
2017-09-19 15:45:00,288.9
2017-09-19 16:00:00,289.44
2017-09-20 09:30:00,285.0
2017-09-20 09:45:00,284.97
2017-09-20 10:00:00,284.0
2017-09-20 10:15:00,281.64
2017-09-20 10:30:00,282.0
2017-09-20 10:45:00,284.88
2017-09-20 11:00:00,285.01
2017-09-20 11:15:00,284.0
2017-09-20 11:30:00,284.11
2017-09-20 11:45:00,284.98
2017-09-20 12:00:00,283.99
2017-09-20 12:15:00,284.0
2017-09-20 12:30:00,285.96
2017-09-20 12:45:00,284.98
2017-09-20 13:00:00,284.05
2017-09-20 13:15:00,285.0
2017-09-20 13:30:00,285.97
2017-09-20 13:45:00,284.99
2017-09-20 14:00:00,288.88
